0	Kingdom	Phylum	Class	Order	Family	Genus
6740	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6738	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
6737	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6736	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
6735	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium IV
6734	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
6741	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
6758	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
6760	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6762	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	unclassified
6786	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9429	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6784	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6783	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6782	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6781	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
6779	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10340	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10341	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
10342	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
6770	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
9428	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6769	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9427	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
9426	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11012	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
6766	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6764	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus
6763	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus
6831	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8981	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
6833	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
6836	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII	unclassified
8947	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6900	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6899	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
6898	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
6896	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter
6895	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6894	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
6893	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
10275	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
6892	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6890	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6889	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter
6888	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6887	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
6886	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
6885	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6884	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6883	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified
6891	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
6882	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
10274	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
8946	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10271	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9454	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
9453	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
9452	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8939	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9451	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
10272	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
8940	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
10273	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6916	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus
8942	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
8943	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9450	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6915	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
8944	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
6914	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
10940	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
8945	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8941	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6881	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
6880	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis
9435	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
6860	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
6859	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6858	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6857	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
6856	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6855	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6854	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6853	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6861	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
6852	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
10320	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10321	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
10322	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
6840	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6839	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
6838	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6837	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
10323	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11008	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6862	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6863	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
10319	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
9434	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8948	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
10303	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
10304	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
10305	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter
10306	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10307	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
10308	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10310	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
10311	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Massilimicrobiota
10312	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
10313	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
10314	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10315	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
10316	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
10317	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10318	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
6865	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
6864	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6835	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
8982	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
8983	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
8984	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
6589	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
6588	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6587	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6586	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Dysosmobacter
6585	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6584	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
6583	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
10948	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6590	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified
10947	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6581	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6579	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6578	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6577	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
10406	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
10407	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9029	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified
9030	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas
9028	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella
10409	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
6591	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
6593	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
6619	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6618	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6617	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6616	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6615	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
6614	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6613	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6612	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
6592	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
9005	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9006	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
9007	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
9008	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
9009	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	unclassified
9423	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9422	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
9421	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
6594	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6601	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
9031	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9032	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
10410	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6542	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
6541	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6540	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
6539	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6536	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10415	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10416	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
10417	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9033	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9034	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9036	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6523	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6522	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6521	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
6520	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6519	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6518	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
6517	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9035	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10414	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6543	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6544	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella
10411	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6560	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6559	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6558	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6557	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6556	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6555	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6554	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6553	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
6552	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6551	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6550	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6549	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
6548	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	unclassified
9114	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
6546	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6545	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
10412	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10413	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
6620	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
6621	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6622	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6623	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6699	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6698	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
6697	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6696	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
6695	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6694	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
6693	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
6692	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6700	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6691	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
6689	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
10379	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
10380	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter
11016	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
10381	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus
10382	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11017	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11018	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6690	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6701	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6702	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
6703	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
8985	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8986	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
8988	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10370	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
10371	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
10372	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
10373	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified
10374	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6710	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
10375	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
10376	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6709	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
10377	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10378	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6708	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
6707	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter
6706	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
6705	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
6704	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
10383	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6515	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter
10384	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
10386	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8992	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
8993	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
6631	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
6630	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6629	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
8994	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8995	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
6628	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
8991	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
8998	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9000	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
10392	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6626	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	unclassified
9001	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6625	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
9002	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9004	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6624	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
8999	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
8990	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
8989	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified
10391	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
10387	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
10388	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
10389	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6666	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
6665	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
6664	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
6663	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6662	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
6661	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster
6660	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6659	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6657	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6656	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6655	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6654	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
6653	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6652	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11019	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10390	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
10385	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
9115	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
10604	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
10582	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
9247	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
5503	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
5502	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
5501	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified
5500	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
5499	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9248	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9249	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
9246	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9250	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter
9252	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
10815	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9253	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
9254	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
5498	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
