0	Kingdom	Phylum	Class	Order	Family	Genus
4638	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6082	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11975	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
4215	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
7649	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
7150	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
8810	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Dysosmobacter
6081	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified
6571	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11213	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
3587	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10302	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6572	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
7893	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6685	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium
3581	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
2944	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified
6051	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella
6684	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter
10255	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11045	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
2962	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium IV
7412	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
10256	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
4644	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
7178	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter
10288	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
2088	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
1124	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
7646	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
4070	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
2963	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII	unclassified
4304	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
7827	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9225	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
9224	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11289	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified
4021	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10996	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
3041	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
925	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
10038	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter
7754	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Negativibacillus
6603	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7753	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
10995	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
4194	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	unclassified
10034	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
3044	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
10033	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6604	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
5954	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter
927	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9226	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
4867	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
9227	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9228	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
1866	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella
6645	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster
5574	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6644	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7768	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
1859	Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae	Catabacter
3032	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3365	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
3463	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	unclassified
4566	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
4879	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
9066	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
4877	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
3038	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
4051	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7685	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
10060	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella
7687	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
9229	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1854	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella
4878	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
7374	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified
4568	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
3377	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9979	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6451	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11297	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
4193	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
4192	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11825	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified
9972	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9971	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
9171	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
990	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
7715	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
4812	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified
7713	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	unclassified
3072	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
3073	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter
3076	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
4598	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella
3378	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
7704	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified
11610	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	unclassified
4837	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
9946	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella
1707	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1013	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3053	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
1012	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1011	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
4039	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
1798	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
7739	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7316	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
6450	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
4570	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
5611	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11823	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
4581	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
4582	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
11824	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
7697	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
4583	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9945	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7729	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
5618	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
5612	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified
11944	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7375	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7261	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter
6013	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
1084	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
3525	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6009	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibacillus
6008	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
5663	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
8933	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
3522	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
5521	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3521	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1659	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
9275	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1660	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
10175	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter
4918	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
9272	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
4914	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1936	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella
10956	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6014	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella
7815	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
7818	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
7819	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified
6032	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella
3348	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
724	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
725	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11790	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus
10228	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter
8899	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified
7826	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
7825	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1934	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
11791	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus
3350	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
731	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
733	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
3532	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1087	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7824	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
7823	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7821	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
7820	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
3349	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
9041	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
3497	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella
4526	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
4005	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9003	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
7249	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
4198	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
4548	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
11076	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
822	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
11887	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9014	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
2999	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1888	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
1682	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
10949	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1886	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9024	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3002	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
4195	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus
7260	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium
1878	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6658	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster
5888	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
8997	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
2987	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
4527	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
10161	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
4913	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Massilimicrobiota
4530	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
4531	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
4532	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
8967	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
8968	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
4533	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
4525	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1667	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
5992	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
6483	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora
10142	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
4003	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8987	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
11618	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas
4151	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter
802	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
10997	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
5546	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
5545	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1731	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
1573	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
11421	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
8083	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
11422	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
5738	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8361	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster
188	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas
5796	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
12206	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8075	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
11420	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
2494	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
10748	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
2774	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
10747	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
5197	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
2486	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
8063	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
8062	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
4126	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
9642	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera
1437	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
9495	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
11101	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
2760	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
3796	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9515	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania
6538	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
1305	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1426	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
3903	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
12257	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7560	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
7561	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
7562	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
7563	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
10793	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
5795	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
9502	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11109	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
5280	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
8336	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
5283	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11252	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
5289	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11253	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9643	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter
10809	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
8056	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
3248	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
2431	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibacillus
5718	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas
11073	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6225	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
3919	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
10679	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII	unclassified
2141	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
6223	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
10678	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1256	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
6222	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
6221	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
6220	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
3735	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
3277	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella
11305	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
8470	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8471	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
9447	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified
5097	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis
10676	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
6941	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides
5719	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
1261	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3249	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8400	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
8401	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8402	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
2469	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
2465	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
1278	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11072	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster
8042	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
8040	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8039	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII	unclassified
8422	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
8037	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
5305	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
